x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
0.13079342557639392,0.13895289372019023,0.2151802189316181,0.289980759384885,0.436965632875791,0.45517936803256376,0.4560385302723745,0.3589097075535367,0.29877660484829915,0.30925484591477537,0.11039367216964804,0.047929654908086594,0.09162620570566611,0.041059853064587745,0.0706695795003784,0.18435100360814596,0.023555236603043633,0.055096856953532246,0.2624124922568759,0.1542540465928666,0.08145576400245544,0.03742536018401774,0.11499837864258584,0.04791244358821765,0.03148502858592488,0.08487816368272304,0.24990169141304136,0.18323655756695062
0.12804669046746606,0.13131243690747274,0.2075910483794189,0.29753815131727024,0.46091221555637774,0.41631863835706195,0.46984736323577136,0.35591083811615903,0.26419285154661076,0.3284112561921212,0.10764423407793516,0.0463216910134973,0.07942936919198472,0.05780743293193707,0.11690277091635118,0.2461176955014321,0.016463862985342456,0.05443201286557054,0.24088751053622168,0.16286236029225265,0.09148866140924687,0.06051095120356359,0.11254928210601567,0.05449009917249289,0.03231306302773661,0.09188865563174178,0.2307978566907354,0.19066218804032325
0.12352341107536952,0.12984769989609635,0.19966881449322385,0.3168521789944626,0.48985509491428797,0.39800095618110515,0.4524133310653893,0.3315297022038678,0.17691425610459285,0.33262075643997413,0.10343028449309562,0.04825839712536712,0.07390564836711322,0.08087543935192322,0.17706371627335654,0.3064284836078359,0.015566445108173812,0.053616690895261575,0.22765160701725795,0.16420916925699722,0.09638873032140077,0.10129132829821827,0.10275819335645445,0.06004522966605543,0.03253592680142711,0.09715124936122327,0.21527731028554198,0.2121521939442879
0.12088404205668982,0.13455799529045895,0.18134282737624996,0.35422271399494926,0.4880101168912548,0.3605318415709439,0.41385714037987203,0.27000883167623335,0.10382399474117364,0.3372201171945242,0.10465004136291957,0.05453387466901821,0.07201925455134384,0.10023120905007483,0.2296631704425847,0.37409757057199544,0.01516523387527417,0.06892456663550695,0.21448065464388255,0.14956016085606177,0.09321970393202623,0.11359372715198354,0.104527889365859,0.061528476472124956,0.03200639736108082,0.09871811419179145,0.20344540983159368,0.20839527562501894
0.1155913338980171,0.13571622433001784,0.1298896584430768,0.39621051564648024,0.46143400409129864,0.33263797287969044,0.36205079327593753,0.21284907623478674,0.0747360484223999,0.3309065606149892,0.10242915283886644,0.05612056570624332,0.06079533930756005,0.11142128642752747,0.2624994055393136,0.3900812137629105,0.016721914693111777,0.09302708368530277,0.19582152515066253,0.13276958461600996,0.09138776933031457,0.10538393894717837,0.11370210884217695,0.05194929240023687,0.03383075107610061,0.09883915475111824,0.1943959369839681,0.20896866595934785
0.10806620463507169,0.14273471787858216,0.1077147698905081,0.43057730601626,0.4299775123725462,0.31345298421499046,0.29824888777572206,0.16022830244527436,0.07093778468048981,0.3373260595536147,0.08355295740284903,0.037550415915030264,0.038832888345553165,0.07655213427576121,0.30495655980926567,0.4041219582783373,0.019105769168561805,0.09160138408430946,0.17770901818433762,0.13454558059162317,0.09063230177477556,0.08086375608443114,0.1087492349488011,0.035408526564641205,0.025250133611530376,0.08852173563816366,0.18524921147637363,0.21006442886814003
0.11829797439393787,0.172468991512531,0.11277832636133668,0.36419066898356756,0.49312896470904777,0.2867680057249634,0.23939429521468866,0.11761147906205303,0.05293879897374773,0.29360344541371936,0.07428109147141479,0.030242081384792414,0.04777472761630199,0.03699289885276298,0.31316532970724803,0.39356021560592214,0.02944202268421534,0.08784351768223693,0.13082442973120154,0.12713904129873885,0.07542778715601348,0.056174986636294534,0.08185287367958899,0.02438698350800304,0.02326697173583839,0.08524518691827418,0.16790720917608654,0.19874916584309046
0.13488005994715557,0.185181913847862,0.14146860256812094,0.37892681830014024,0.5342976113054613,0.3040842539215391,0.2811316045187269,0.10257746746980766,0.055292826900337017,0.2660337573502497,0.08932626337762377,0.04833357390630867,0.08802316098879152,0.039861444374502245,0.3392498296545998,0.36531592540544805,0.06659641605379418,0.12432817678984966,0.11276847771602189,0.14132900770732218,0.0623949507221455,0.027246939298495684,0.07220898824971177,0.019288086343027158,0.03126881202383031,0.09937634519043045,0.1286172343597455,0.16597015888040298
0.16259638588035447,0.20102466330615437,0.2144860645103297,0.4319707565252475,0.509162597466045,0.31187774620013964,0.3418896584820851,0.0807749223020549,0.05257054716273071,0.25328146769564563,0.10322155698146768,0.06455945858103178,0.13253282151773402,0.048158357864486724,0.3309226367255924,0.37583132676223685,0.09342073027182592,0.1569536259685629,0.11772538818785752,0.16330809082496478,0.0716555504774357,0.04162458330483257,0.1218475712895426,0.019376054637362392,0.03484513742426048,0.10730919432258079,0.11281418433249366,0.1213547210102786
0.1930586073962929,0.21718069823538488,0.24389830666093645,0.4888819541926332,0.4282943199822441,0.2940898004927032,0.43745755281231713,0.10668191524849813,0.06335355674174517,0.28490597730023987,0.12296157211963069,0.0704723777349706,0.15479647004456557,0.05785024234927479,0.3388609181570744,0.43048528687820464,0.12447004786264021,0.1825116452472974,0.13093373626780885,0.22666271781909533,0.0885472290295728,0.11085254410299188,0.17500799500894243,0.023967925549827265,0.0376504074156001,0.11399629011856165,0.12424004824732283,0.11541643633290538
0.23457116148568236,0.21152554577144111,0.21911225834031137,0.4856743184223985,0.3955330802344129,0.26700724676720006,0.45666252196857904,0.11104496281599108,0.04294691806561037,0.2657540573723383,0.1308471528152826,0.04767764009336128,0.10869390484416097,0.058474915929796895,0.29501242635797575,0.40665460215213467,0.1512000386825701,0.17717413681761496,0.12590026252137684,0.25622888372667835,0.09183866462543186,0.10198898614489504,0.16548071522855617,0.030421961286791727,0.038167094752049116,0.10999636013815209,0.1337778615875506,0.10381167772470905
0.2665389307345865,0.22032478866177993,0.22293286153279004,0.5789372595769702,0.36483176719799587,0.26472667568504554,0.5427519464910567,0.18801351012441217,0.09218047494319974,0.31644709401583476,0.1598432377318002,0.05195641170158448,0.11906020114774231,0.06899246079315911,0.332424988145089,0.4532445342557325,0.19988911855002547,0.20126846171180138,0.14119616314793423,0.2920079048345049,0.10441492229538878,0.10207994057020627,0.13040654350340933,0.03089715158820181,0.039147814357543775,0.11646762536067094,0.1405111458653975,0.09245273038580705
0.29113440513462313,0.23851866028149968,0.2250369714380832,0.6516480631651169,0.337328418689508,0.27670308489203294,0.5773456033464529,0.22760381546248923,0.14293464704245082,0.37530927854339435,0.1869173307260253,0.06102423293287425,0.12338350616289423,0.082832608271322,0.3688443294302503,0.4861890160574008,0.25548184210966357,0.26231996779469796,0.15391119492008987,0.2932492509146525,0.11539035873518298,0.09636718641757117,0.15796148606560667,0.0363046620919233,0.04372899264452224,0.11991070721072172,0.15058254802241278,0.07819203234009955
