Load_NO,Load_SE,Load_FI,Load_DK,Load_IE,Load_UK,Load_NL,Load_BE,Load_LU,Load_DE,Load_PL,Load_LV,Load_EE,Load_LT,Load_CZ,Load_AT,Load_SK,Load_HU,Load_FR,Load_CH,Load_IT,Load_SI,Load_HR,Load_RO,Load_BG,Load_GR,Load_ES,Load_PT
12816,12965,7726,3770,3937.5,26513.5,12741.25,9454,594.25,56732.5,20884,719,830,1242,5912,7065.75,3168,5533.75,47092,6771,44107,1674,2640,7238.75,4345,7331,30563,6736
12382,12670,7697,3655,3780,25494,12756.25,9237,558.25,54194.5,20645,690,779,1233,5943,6855.75,3114,5529.5,45380,6550,43504,1663,2655,6960.5,4258,6997,30196,6694
12088,12344,7535,3483,3637.5,24141.5,12500,9260.75,540.5,52035.75,19628,660,737,1168,5886,6618,2957,5275.25,47532,6465,40922,1565,2522,6386.5,3979,6731,29522,6655
11847,11672,7221,3383,3464.5,21415.5,12144.25,8863.75,508.75,48271.75,18211,593,685,1077,5547,6060.25,2786,5006.5,47415,6378,38010,1433,2280,5976,3634,6310,27551,6341
11618,11343,6883,3238,3182,19645,11482.25,8375.25,481.75,46114.75,16930,557,657,1025,5348,5773.5,2667,4679.5,43733,5983,34872,1349,2005,5696.25,3424,5878,26716,5805
11234,11128,6719,3137,2948.5,18778.5,10959.75,8035.75,460,44965.25,16268,532,633,992,5314,5463,2551,4431,41382,5694,32903,1275,1840,5541.5,3323,5527,25332,5449
11076,10993,6660,3076,2824.5,18067,10650.75,7940,451.75,44783.75,15853,521,619,987,5134,5370.25,2503,4256.5,39937,5588,31720,1238,1767,5502.5,3256,5389,24317,5223
11123,10985,6628,3031,2716.5,18141.5,10530,7794.25,449.75,44857.25,15805,502,596,981,5053,5290.75,2481,4191,37904,5629,31029,1249,1743,5485.25,3229,5268,23660,5016
10977,10824,6767,3058,2677,18244.5,10480.75,7752.5,458.75,45671.75,15550,519,618,1014,5055,5372.75,2503,4212.25,37414,6340,30660,1267,1751,5505.25,3317,5241,23515,4927
11151,11066,7278,3072,2668,19106,10660,7880,484.5,48325.5,15904,603,725,1189,5306,5871,2590,4340.75,38585,6297,31282,1327,1754,5845.5,3594,5352,23885,4906
11771,12382,7642,3539,2684,22498.5,11269.5,8417.75,543,54685,17997,707,836,1371,6122,6791.25,2902,4786.25,41154,5947,34373,1580,1992,6493.5,3873,5994,25572,4926
12599,13286,7963,4044,2872,26530.5,11978.75,9298.5,610.5,59773.5,19837,807,926,1514,6659,7466.75,3113,5039.5,45179,6108,39150,1679,2264,6988.25,4181,6627,27550,5064
13263,13731,8075,4171,3283.5,27854.5,12063.25,9921.75,653.25,62853.5,20652,841,964,1584,6986,7861,3261,5071.5,48346,6766,43555,1673,2414,7187.25,4338,7226,28946,5571
13272,14305,8127,4408,3728.5,27994,11837,10252,679.5,64569.5,21013,858,980,1597,7248,7916.5,3346,5117.25,50287,7129,46034,1616,2506,7225,4344,7577,30134,6301
13248,14561,8241,4658,3963.5,27999.5,11538.25,10471.25,691,66490.5,21101,861,993,1599,7301,8141,3340,5203.5,51387,7195,46614,1597,2521,7235.5,4358,7801,30941,6619
13251,14537,8261,4636,4001,27696.5,11586,10655.25,705.75,67201.5,21859,848,958,1577,7469,8529,3377,5287,52589,7249,47046,1596,2612,7212.75,4329,8009,31652,6745
13302,14472,8301,4666,4042,26757.5,11734.75,10505,701,67131.25,21814,863,940,1600,7530,8457.5,3426,5378,53665,7446,46063,1603,2674,7308.75,4389,8176,32310,6916
13391,14522,8221,4553,4078,25365,11611,10328.25,691,66652.75,21700,863,901,1556,7432,8485.25,3400,5316.75,52985,7193,46463,1655,2709,7209.75,4371,8113,32856,6832
13297,14356,8199,4435,4072.5,23977.5,11100,10146.5,672,65134.25,21229,854,917,1496,7291,8387.5,3319,5309.75,52099,7217,47618,1661,2666,7123,4348,7910,32788,6779
13138,14080,8177,4342,4004,23541.5,10980.25,9965.25,660,63920.5,21598,833,910,1434,7199,8185.5,3261,5407.75,51100,7221,47281,1701,2621,7043.5,4324,7734,32355,7002
12994,13845,8124,4353,3982.5,24594.5,11263.75,10002,648,62977.25,21352,802,908,1401,7099,8002.75,3210,5463.5,50119,7246,47270,1702,2609,6950.75,4287,7623,32119,7036
12509,13847,8077,4378,3997.5,25755.5,11992.25,9761.75,644,62832.25,21002,789,868,1383,6975,7871.25,3145,5457.25,49399,7147,47496,1700,2581,6928.5,4378,7615,32037,7038
12727,13743,8143,4271,4091,26624.5,12142.75,9823.75,646.75,62100,21002,767,876,1378,6828,7676.25,3151,5472.75,49894,6992,46006,1699,2558,6926.75,4372,7477,31598,6928
12582,13773,8096,4056,4037.5,27394.5,12378,9610.75,628.25,61335.25,21244,751,852,1378,6788,7402.5,3176,5444.5,49914,6998,44543,1689,2574,6944.5,4295,7272,31396,6918
12663,13533,7830,3825,3890.5,26980.5,12507.75,9367,594,59013,21130,724,815,1359,6604,7122,3152,5391.5,47845,6834,42908,1634,2564,7025.25,4298,7275,31033,7035
12094,13170,7818,3601,3756.5,26241,12482.25,9066.5,564,56034.5,20845,701,778,1330,6464,6810.25,3062,5339.25,46228,6590,41717,1538,2490,6752.25,4240,6957,30611,7035
12367,13247,7684,3485,3633,24749,12284.25,9112.25,546,53346,19735,668,737,1236,6214,6523.5,2900,5079,47509,6445,39110,1473,2369,6199.75,3981,6735,30099,6959
12148,12101,7370,3288,3521,22333.5,11862,8786,510.75,50382,18352,607,687,1125,5869,6046.75,2757,4865.75,47352,6373,36042,1357,2136,5786.25,3436,6307,28243,6644
11564,11742,7129,3121,3313,20653,11291.5,8474,481,47570,17103,565,663,1068,5611,5791,2640,4547,43742,5981,33154,1284,1907,5545,3195,5917,27140,6104
11455,11110,6957,3070,3050.5,19855.5,10940.25,8251,462,45733.75,16549,542,640,1031,5497,5476,2531,4315.75,41579,5711,31517,1219,1769,5408,3077,5688,25651,5717
11481,10730,6876,2939,2881.5,19369,10679.5,8095.5,456,44037.75,16192,527,620,1020,5359,5401.75,2474,4140.5,40075,5942,30047,1212,1679,5349.25,3023,5526,24460,5398
11358,10904,6847,2928,2744,18946,10550.75,7978.5,454.25,43649.5,16181,509,600,1019,5233,5269.75,2452,4099,38157,6305,29438,1196,1659,5364.75,3033,5417,24066,5166
10865,10937,7047,2947,2683.5,18677,10514.75,7973.25,464.25,44497,16042,531,615,1049,5274,5338.25,2473,4133.75,37564,6391,29056,1214,1663,5376.5,3086,5411,23773,5069
10774,10837,7589,2978,2672.5,19440.5,10541,8180.75,483.25,46969.75,16319,618,702,1208,5427,5811,2548,4271.5,38835,6385,29403,1276,1678,5660.5,3346,5513,24144,5007
11450,12184,7823,3379,2677,22585,10708,8558.25,536,53804.25,18382,719,768,1374,6169,6751.75,2861,4726,41204,6497,32293,1505,1923,6319,3626,6005,25793,5041
12381,13001,8070,3824,2861,24999.5,11126.75,9213.5,595.75,59128.25,20310,807,840,1492,6639,7495.75,3090,4991,45079,6151,36885,1641,2175,6788.25,3833,6586,27766,5199
13012,13546,8207,4099,3266.5,25375.5,11235.25,9899.5,635.25,61743.25,21419,855,882,1539,6956,7867.75,3241,5031,48367,6690,41373,1637,2321,6995,3828,7028,29192,5684
13385,14012,8310,4280,3685.5,24920,10773.5,10223.5,658.25,62479,21710,878,911,1520,7220,7965,3321,5063,50245,7016,42862,1597,2384,7027.75,3695,7278,30520,6489
13480,13865,8384,4372,3927,24630.5,10021.5,10448,672.75,63151.25,21867,890,943,1531,7286,8064.25,3308,5060.75,51271,7076,43644,1593,2398,7071.5,3719,7393,31590,6799
13448,13437,8416,4431,3976.5,24057.5,9443.5,10510.75,684.5,64085.75,21948,872,935,1558,7423,8163.75,3359,5126.25,52225,7168,43802,1622,2461,7118.75,3681,7581,32395,6913
13111,13467,8396,4399,3983.5,23577,9069.5,10320,679.75,63304,22361,893,937,1587,7371,7830.75,3350,5226.25,53276,7275,42415,1670,2490,7187.25,3753,7644,33112,7070
12930,13681,8273,4419,3992,22974.5,8881.5,10237.75,665.25,62162.25,21608,873,908,1544,7259,7563.25,3328,5192,52472,7022,42217,1622,2457,7146.75,3791,7345,33751,7016
13029,13434,8260,4334,3957.5,22637.5,8909.75,10052,654,61278.75,21337,855,894,1519,7078,7261.75,3219,5194,51737,7819,42626,1566,2372,7097.25,3848,7074,33656,7064
13032,13454,8290,4166,3879.5,22911,9199.75,9994.5,642.75,60802,21355,829,900,1471,6980,7104.5,3162,5182.5,50402,7969,43117,1498,2302,7095.5,3883,6744,32931,7264
13141,13376,8260,4099,3853,24539,9720.25,9921.5,637,60148.75,21104,800,895,1439,6885,7013,3146,5177,49168,8066,43096,1466,2269,7046.5,3908,6564,32583,7269
12995,13241,8188,4166,3869.5,25528,10783.75,10048.75,639,59384.5,20980,788,900,1405,6733,6959.25,3101,5218.25,48561,7797,42811,1486,2266,6969.5,4065,6504,32410,7215
12791,12980,8072,4126,3949,26493,11265.25,9909,637.75,58147.75,20785,760,912,1390,6501,6943.75,3070,5250.25,49085,7575,41967,1553,2293,6919.75,4161,6501,31947,7088
12820,13084,7969,3869,3926.5,26791.5,11817.5,9538.5,619.25,56888,20790,742,879,1391,6376,6844.5,3069,5280.25,48796,6912,41200,1581,2323,6901,4157,6394,31730,6943
12834,12595,7655,3567,3791.5,26225.5,12270.75,9244.75,592.25,54355,20635,714,827,1350,6172,6652.25,3016,5262.5,46908,6663,39799,1467,2317,6979,4139,6426,31361,7045
12571,12036,7621,3334,3626,25297.5,12435.5,9118.75,560,51801.5,20116,686,778,1306,6084,6482.75,2941,5246.25,45663,6385,38795,1530,2324,6765.75,4066,6082,30392,7047
12009,11597,7573,3170,3493,24323,12353.5,9147.25,545.5,50310.5,19058,649,733,1222,5823,6294.25,2780,5017,47181,6254,36416,1410,2235,6227.5,3784,5849,29643,6994
11776,11715,7299,3075,3377,22180.5,11980.75,8878.5,511.5,47442,17838,595,693,1131,5469,5784.5,2644,4804.75,47234,6174,33891,1348,2031,5852.5,3594,5527,27719,6730
11508,11388,7031,2921,3215,20413,11367.25,8354.25,483.75,44465.75,16666,554,654,1066,5057,5466,2499,4468.75,43677,6011,31296,1275,1820,5572.25,3373,5163,26863,6141
11312,11135,6933,2824,3018,19476.5,10933.5,8041.5,461,42565.5,15963,532,634,1041,4925,5175.5,2390,4229.25,41101,5877,29508,1201,1683,5426.5,3254,5005,25596,5745
11161,10874,6853,2703,2837,18744.5,10572.25,7755.5,444.25,41358.25,15590,515,618,1019,4913,5060.25,2358,4055,39254,6574,28459,1172,1607,5350,3201,4929,24302,5404
10973,10442,6739,2657,2724,18153.5,10420.75,7591.5,439.25,40808.25,15436,499,594,1002,4881,4866.5,2313,3971.75,37197,5980,27814,1156,1578,5243.75,3145,4762,23438,5127
10920,10327,6720,2590,2641.5,17826.5,10410,7570.25,440.5,40906.5,15000,501,605,998,4849,4839.5,2296,3923,35978,6352,27506,1155,1574,5223,3140,4679,22886,4886
10916,9963,6888,2560,2630,17845.5,10264.5,7470,437.75,40222.75,14717,531,647,1054,4699,4971.75,2263,3837.5,35840,6470,27097,1168,1542,5284,3232,4600,22677,4751
10859,10204,6971,2720,2600,19079,10044,7509,451.25,41842.75,15618,586,714,1163,4931,5264.25,2322,3967.75,36242,6757,27857,1228,1692,5613.25,3437,4704,22668,4692
11293,10290,7155,2989,2669.5,20563,9887.75,7913.25,474.75,44365.5,16815,655,788,1271,5299,5603,2499,4103.75,37863,6978,30519,1297,1884,5993.25,3698,5021,23061,4614
11814,10713,7406,3328,2909,21799.5,9823,8333.75,506.5,47727.75,17799,704,854,1358,5728,6014.5,2692,4168,40494,6576,32995,1328,2028,6263.75,3921,5322,24377,4989
12105,11242,7586,3567,3218.5,21727.5,9898.25,8765.25,537.75,50853,18517,734,858,1390,6084,6337.25,2848,4188,43118,6600,34331,1307,2155,6387,3920,5654,26243,5412
12311,11562,7721,3693,3478,21193,9569.75,8922,558.75,53240.25,18590,737,845,1374,6324,6454,2907,4195.5,44605,6141,34313,1300,2189,6416.75,3923,5795,27836,5721
12636,12109,7786,3864,3600,20429.5,9362.25,8966.25,575,54598,18708,736,824,1397,6499,6474,2988,4231,45675,6422,33795,1329,2253,6351,3920,5868,28600,5995
12628,12252,7851,3893,3641,19787,8858.75,9084.5,578,53860.5,18578,732,821,1394,6349,6287,2939,4267.5,47550,6706,32653,1344,2267,6283.75,3876,5900,29332,6142
12427,11708,7806,3815,3623,18610,8099.25,8840.25,561,52532.5,18487,727,757,1390,6311,6167.5,2887,4224,46552,6823,31948,1318,2231,6169.75,3792,5714,29920,6227
12535,11681,7783,3817,3590,17926,7536.25,8701,544.25,51038.75,17954,724,801,1362,6172,6019,2803,4183.75,45196,7784,31551,1266,2139,6119.75,3750,5428,29977,6080
12523,11583,7781,3761,3498,18175,7647.5,8786,535.5,50595.25,17941,715,792,1298,6100,5977.75,2743,4231.25,44296,8121,31605,1239,2115,6148.5,3777,5256,29437,6017
12290,11411,7882,3721,3461.5,19686,8183.25,8504.25,529.75,50392.25,18046,710,789,1270,6044,6052.5,2732,4391.5,43487,7919,32108,1227,2108,6209,3838,5290,29038,5952
12275,11559,7955,3832,3483,22283.5,9185,8527.5,536,51200,17776,706,798,1270,5841,6137,2690,4483.25,43465,7835,33024,1247,2113,6219,3887,5332,28946,5912
12170,11813,7918,3760,3599,24144.5,10052,8450.75,539.75,50809.25,17631,692,787,1251,5788,6112.75,2703,4621,44093,7136,33800,1293,2135,6279.25,3909,5405,28962,5948
12348,11962,7744,3570,3608.5,24876.5,10629.5,8412.5,529.5,49867,17629,681,759,1227,5728,6085.5,2711,4737,44147,6991,34334,1341,2166,6353.25,3839,5459,29083,6089
12204,11889,7440,3409,3500,24673.5,11120.5,8155.5,512.75,48175.25,17661,659,726,1207,5594,5968.25,2720,4808.25,42846,6251,33833,1319,2157,6478.75,3843,5584,28856,6251
11985,11663,7522,3228,3370.5,24194,11263,8058.75,489.75,46593,17619,641,685,1199,5571,5780.75,2698,4859.5,41851,6612,33364,1324,2198,6331,3836,5333,28495,6263
11781,11247,7397,3119,3250,23564,11402.5,8279,490.25,45748.25,17023,623,668,1151,5431,5673.5,2562,4584,43776,6633,31545,1248,2140,5895.5,3660,5016,28150,6272
11653,10851,7176,3039,3194.5,21716,11039.25,8099,467,43266,15826,567,631,1072,5122,5253,2438,4311.5,44074,5956,29473,1173,1936,5493.25,3387,4729,26667,6057
11526,10793,6916,2931,3071,20160.5,10688.25,7749.5,442.75,41003.75,14756,531,597,1016,4852,4957,2329,3996,40754,5556,27455,1123,1706,5237.75,3197,4478,25101,5638
11277,10529,6796,2789,2897.5,19239.5,10358.5,7454,424.5,39317.75,14064,514,580,983,4749,4650,2215,3798,38618,6072,25871,1073,1573,5063.25,3024,4287,23603,5152
11105,10376,6680,2690,2757,18563,10088.25,7261.75,414.5,38196.75,13687,502,571,966,4697,4558.25,2174,3669.25,36907,6133,25007,1078,1498,4952.25,2997,4179,22519,4842
11187,10368,6540,2611,2648.5,18096,9913.25,7162.25,408.25,37659,13350,483,553,956,4663,4442,2158,3606,34713,6061,24256,1039,1456,4935.75,2995,4083,21918,4599
11018,9756,6559,2542,2563.5,17648.5,9778.75,7092.75,407,37576.75,13031,480,567,951,4594,4393.25,2134,3575.75,33433,6073,23802,1033,1461,4794.5,2991,4074,21558,4455
10626,9827,6628,2509,2537,17220.5,9576.75,6992.5,404.25,37657.75,12797,504,613,1008,4421,4475,2122,3516.5,33019,6097,23338,1037,1417,4744.25,3041,3995,21368,4368
10752,10184,6847,2622,2506,17903,9390,7044,410.5,38350.25,13177,544,654,1091,4595,4695.75,2229,3632.5,32721,6178,23033,1058,1493,4938.5,3251,4178,21152,4307
11224,10890,6989,2905,2537.5,18552.5,9221,7224,424.75,40089.5,13857,606,699,1187,4947,5044.25,2371,3736.5,33920,6097,24218,1118,1646,5198.75,3567,4476,20986,4206
11561,11348,7185,3232,2701,19381,9284.75,7682.5,445.75,43864,14577,660,737,1291,5386,5472.5,2595,3840.25,36066,6437,26392,1196,1812,5369.75,3774,4795,21844,4372
11965,11628,7373,3461,2952.5,19862,9417.5,8140.5,473,47150.5,15438,690,765,1377,5778,5823.75,2803,3937,38470,6973,27609,1277,1978,5424.5,3854,5150,23274,4829
12161,12282,7474,3558,3194.5,19759,9339,8328,496,48856.25,16035,697,762,1377,6116,6086,2928,4073.75,40434,7175,28093,1283,2103,5468.25,3891,5448,25131,5161
12206,12239,7546,3552,3364.5,19449.5,9116.75,8494.75,516.25,50511.75,16409,697,809,1349,6331,6205.25,2989,4191.75,42038,7682,28353,1311,2182,5566.25,3912,5623,26153,5414
12194,12225,7569,3642,3438.5,19410.5,8783.5,8480.75,521.25,50675.25,16217,697,806,1318,6217,6055.5,2863,4179.75,44218,7794,28728,1260,2174,5609.75,3840,5645,26905,5625
12033,12101,7528,3657,3467.375,18974,8610.5,8453.75,503.5,49245.5,16238,692,728,1316,6117,5835.75,2746,4100.25,43125,7977,28001,1200,2103,5524.75,3776,5481,27962,5728
12105,11896,7546,3601,3462.5,18828.5,8235.5,8392.75,491.5,48268.25,15584,688,787,1290,6017,5666,2649,4108.75,41668,8015,27383,1151,2012,5511.75,3771,5318,28539,5597
12020,11858,7551,3555,3383.5,19365.5,8295,8215.75,481.5,47835,15322,684,814,1268,5988,5546.5,2596,4094,40671,7944,27586,1125,1952,5589.25,3828,5231,28078,5458
12010,11963,7570,3517,3315,20959,8565.5,8162,477.25,47672.25,15664,685,814,1251,5972,5523.75,2617,4136,40023,7878,28341,1180,1938,5596,3914,5211,27643,5380
12224,12317,7583,3645,3328,22862,9839.75,8200.75,481.5,48270.75,15996,689,844,1246,5825,5713.75,2604,4219,40283,7681,29570,1222,1964,5628.5,4003,5286,27577,5354
12265,12185,7609,3668,3388,24576,10572,8421.25,496.75,48687,16293,690,824,1260,5868,5838.5,2645,4375.75,41601,7270,30799,1251,1998,5718,4063,5340,27730,5446
12334,12151,7595,3522,3455.5,25543.5,10753.5,8342,502.75,48351,16426,688,798,1262,5897,5841.75,2671,4517.5,42865,6891,31603,1309,2025,5801,4017,5459,28128,5596
12169,11844,7376,3323,3416.5,25570.5,11216.5,8367.5,496.5,47030.5,16573,679,743,1269,5849,5785,2659,4612.25,42691,6560,31966,1347,2053,5978,4022,5773,28297,5812
12192,11464,7516,3164,3360.5,25059,11578,8353.75,485.5,45858,16681,658,706,1252,5886,5716.25,2640,4688.5,42316,6049,32427,1355,2133,5857.75,3969,5626,28839,5784
12163,11433,7430,3079,3259.5,23943,11706.5,8370.75,484.5,46076.25,16446,621,679,1174,5925,5731.5,2548,4434.75,44233,5767,31175,1329,2096,5494,3675,5343,29545,5875
12054,10888,7102,2988,3208.5,22065,11296.25,8139.5,461,43635.25,15349,562,639,1082,5623,5360.75,2420,4154.25,44090,5820,28838,1243,1878,5172.75,3402,4979,28120,5702
11519,10579,6861,2802,3036.5,20593,10980.5,7837.75,438,41396,14554,524,612,1027,5388,5154,2340,3853.75,40662,5499,26910,1143,1658,4971.25,3160,4669,26483,5332
11287,10492,6732,2716,2816.5,20025.5,10641.75,7594.75,419.75,40130,14003,504,597,986,5396,4947.25,2227,3689.25,38530,6128,25448,1125,1542,4842.25,3088,4471,25017,4988
11204,10478,6606,2594,2676.5,19251.5,10434.25,7439.75,417.5,39278.5,13775,495,584,979,5237,4861.75,2190,3599.5,37141,6635,24657,1081,1489,4811.75,3071,4364,23940,4732
11146,10537,6579,2578,2588,18891.5,10340.5,7439,414.5,39525,13707,471,569,981,5120,4757.75,2202,3585.75,35299,6584,24217,1080,1461,4817.25,3105,4318,23434,4565
11053,10321,6711,2588,2536,18769,10349.5,7589.25,424,40850.5,13765,494,594,1026,5190,4911.5,2238,3651.5,35148,6542,24475,1082,1489,4893.25,3196,4390,23061,4466
11154,10624,7301,2726,2522.5,19315.5,10547,7732.5,450,43505.5,14347,573,710,1188,5461,5479,2348,3852.25,36920,6469,25904,1195,1512,5309,3473,4551,23591,4444
11653,11522,7604,3174,2531,22071,11052.25,8270.25,511.25,50163,17080,676,805,1359,6449,6391.75,2750,4417.5,39506,6618,29968,1120,1785,6016,3799,5093,25709,4512
12291,12643,7946,3684,2720,24744.5,11877,8981.75,575,55690.5,19358,771,839,1488,7024,7130.25,2992,4673,43504,5930,35448,1543,2035,6505.25,4144,5746,27754,4736
12674,13106,8070,4032,3131.5,25508.5,12285.75,9628.25,623.75,59349,20494,820,902,1558,7384,7473,3139,4675,47279,6531,40165,1557,2207,6734.25,4296,6169,29862,5294
12744,13207,8202,4239,3578.5,25454,12186,10026,648.75,60597.75,20914,838,918,1583,7576,7632.25,3228,4684.75,49582,6894,41939,1532,2294,6834.5,4232,6462,31679,6214
12676,13242,8348,4369,3828,25072.5,11949.75,10132,666.25,61919,20782,840,936,1610,7600,7813,3226,4694.25,51097,6979,42081,1494,2319,6821.5,4230,6640,33060,6713
12622,13287,8423,4422,3897.5,24762,11690.5,10268.75,680.25,63488.75,20965,822,990,1618,7755,7921,3283,4810.25,52286,7112,42427,1565,2384,6867,4166,6808,34112,6865
12757,13370,8369,4392,3940,25082.5,11217.25,10233.75,675.75,62853.25,21686,848,1028,1603,7749,7756.5,3306,4970,53868,7229,40893,1574,2426,6958,4202,6918,35078,7088
12870,13379,8232,4368,3989.5,24548,10717.25,10360.5,668.25,62166.25,21156,835,906,1547,7849,7683.75,3254,4950.5,53368,7082,41677,1536,2412,6874.25,4184,6784,35773,7015
12588,13287,8144,4275,4006.5,24702.5,10322.25,10219,661.25,61089.75,20711,819,995,1524,7737,7564.5,3200,4919.5,53321,7202,42682,1494,2348,6802.5,4155,6544,35854,7004
12311,13150,8116,4167,3944.5,25550,10119.75,10077.5,648,59435.25,20693,796,952,1455,7624,7397.25,3143,4930.75,52384,7051,43127,1440,2288,6665,4142,6338,35411,7116
12380,12941,8062,4110,3929,27088.5,10277.75,10011.75,639.25,58233.25,20305,773,923,1403,7397,7259,3103,4975.75,51264,7257,43358,1470,2267,6600.25,4115,6262,35191,7110
12275,13106,7961,4219,3942,28440,11046.5,10073.75,640.25,58312.5,20703,772,908,1398,7267,7196.5,3072,5006,50768,7528,42936,1491,2264,6614.5,4191,6253,35141,7084
12332,12910,7937,4101,4090.5,28633,11521.5,10008,642.25,57729.5,20563,755,874,1391,7053,7221,3095,5083.5,51028,6728,42214,1548,2285,6687.5,4247,6248,34413,6936
12296,12700,7860,3903,4057,28600.5,12204.5,9757.5,628.75,57054.75,20696,732,840,1381,7021,7144.5,3100,5181.75,51287,6691,41611,1586,2328,6691.75,4214,6269,33940,6843
11972,12607,7532,3644,3881,28033.5,12806.5,9512.5,597,54440.75,20645,703,791,1366,6803,6941,3080,5220,49119,6596,40269,1594,2327,6780,4226,6374,33230,6885
11983,12511,7597,3488,3717.5,27175.5,12924.25,9209,564,52040.5,20395,678,740,1321,6688,6762,3021,5210,47355,6462,39459,1563,2389,6535.25,4147,6033,32687,6833
11804,12149,7422,3374,3566.5,25620.5,12865.5,9242.25,545,49945.75,19278,643,692,1228,6433,6499.75,2864,4962.75,48657,6340,37088,1467,2293,6029.75,3850,5762,32176,6791
11491,11395,7055,3204,3448.5,23448.5,12256,8954.5,508.25,45919.75,17752,583,653,1137,6026,5974.25,2705,4761.5,48091,6296,34369,1350,2034,5605.25,3533,5326,30135,6453
10966,10849,6827,3021,3217.5,21167.5,11594.5,8434,476.5,43302.5,16535,556,626,1081,5700,5627.5,2581,4422.25,44226,5879,31529,1247,1812,5417.5,3302,5019,28835,5947
10598,10641,6647,2866,2943.5,20380,11105.25,8069.25,457.25,41413.5,15868,537,610,1053,5642,5273,2455,4192.75,41827,5620,29626,1172,1668,5263.25,3197,4829,27167,5512
10384,10748,6574,2794,2803,19883,10860.75,7826.75,449,40781,15496,526,596,1045,5481,5204,2418,4018.75,40439,5799,28755,1147,1600,5238,3149,4704,26018,5212
10505,10780,6566,2770,2702.5,19731,10685.25,7872,446.5,40973.5,15494,515,577,1043,5408,5100,2423,3976.75,38429,6256,28414,1119,1579,5247,3166,4641,25408,5016
10460,10662,6705,2773,2643,19624,10650.75,7865.5,457.5,41745.25,15360,532,594,1073,5477,5200.25,2444,4018.75,37884,6053,28546,1147,1599,5230.25,3240,4670,25018,4919
10552,10908,7127,2899,2642,20208.5,10638.25,7971.25,476.75,44326.25,15685,613,714,1230,5685,5684.5,2538,4162.5,39074,5930,29241,1247,1615,5498.75,3484,4779,25243,4869
11054,11651,7520,3259,2666.5,23014.5,10811.25,8534.75,533.25,50589,17919,718,836,1380,6594,6604,2876,4583.75,41313,5336,32750,1463,1820,6161.25,3755,5272,26857,4900
11754,12541,7857,3717,2855.5,26101,11219,9170.5,589.5,55585.5,19896,811,899,1497,7140,7329,3073,4769.5,44938,5983,37752,1628,2100,6644,4085,5912,28803,5045
12151,12954,8047,3994,3284.5,27591.5,11347.5,9683.75,633.5,59126.25,20770,862,1028,1564,7423,7670.75,3206,4742,48625,6651,42149,1637,2270,6842.75,4193,6328,30555,5606
12246,12977,8179,4193,3709.5,28173,10931.5,10159,657.75,60513.75,21157,883,1063,1597,7664,7750.5,3290,4824.75,51361,7057,43405,1599,2338,6840.75,4218,6669,32433,6641
12506,13094,8238,4448,3962,28134,10107,10303.5,675.5,61841,21001,889,906,1621,7682,7839.75,3296,4863.75,52786,7116,43330,1583,2391,6821.75,4221,6855,33856,7111
12623,13049,8396,4455,4010,28284,9342.75,10405.25,688.75,63297.75,21238,867,873,1622,7844,7965.5,3347,4955.25,54114,7247,43773,1573,2477,6861.25,4163,7022,34852,7315
12388,13139,8359,4440,4052.5,28669,8922,10255.5,689.75,63319.25,21365,892,876,1634,7846,7830.25,3383,5020.25,55457,7373,42964,1652,2513,6964.75,4200,7094,35842,7519
